"address","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","categoryName","checkInDate","checkOutDate","cid","city","claimThisBusiness","countryCode","description","domain","emails/0","emails/1","emails/2","emails/3","emails/4","emails/5","emails/6","emails/7","emails/8","emails/9","emails/10","emails/11","emails/12","emails/13","emails/14","emails/15","emails/16","emails/17","emails/18","emails/19","emails/20","emails/21","emails/22","emails/23","emails/24","emails/25","emails/26","emails/27","emails/28","emails/29","emails/30","facebooks/0","facebooks/1","facebooks/2","facebooks/3","fid","hotelAds/0/googleUrl","hotelAds/0/isOfficialSite","hotelAds/0/price","hotelAds/0/title","hotelAds/0/url","hotelAds/1/googleUrl","hotelAds/1/isOfficialSite","hotelAds/1/price","hotelAds/1/title","hotelAds/1/url","hotelDescription","hotelStars","imageUrl","imagesCount","instagrams/0","instagrams/1","isAdvertisement","language","leadsEnrichment","linkedIns/0","location/lat","location/lng","neighborhood","permanentlyClosed","phone","phoneUnformatted","phones/0","phones/1","phones/2","phones/3","phones/4","phones/5","phones/6","phones/7","phones/8","phones/9","phones/10","phonesUncertain/0","phonesUncertain/1","phonesUncertain/2","phonesUncertain/3","phonesUncertain/4","phonesUncertain/5","phonesUncertain/6","phonesUncertain/7","phonesUncertain/8","phonesUncertain/9","phonesUncertain/10","phonesUncertain/11","phonesUncertain/12","phonesUncertain/13","phonesUncertain/14","phonesUncertain/15","phonesUncertain/16","phonesUncertain/17","phonesUncertain/18","phonesUncertain/19","phonesUncertain/20","phonesUncertain/21","phonesUncertain/22","phonesUncertain/23","phonesUncertain/24","phonesUncertain/25","phonesUncertain/26","phonesUncertain/27","phonesUncertain/28","phonesUncertain/29","phonesUncertain/30","phonesUncertain/31","phonesUncertain/32","phonesUncertain/33","phonesUncertain/34","phonesUncertain/35","phonesUncertain/36","phonesUncertain/37","phonesUncertain/38","phonesUncertain/39","phonesUncertain/40","phonesUncertain/41","phonesUncertain/42","phonesUncertain/43","phonesUncertain/44","phonesUncertain/45","phonesUncertain/46","phonesUncertain/47","phonesUncertain/48","phonesUncertain/49","phonesUncertain/50","phonesUncertain/51","phonesUncertain/52","phonesUncertain/53","phonesUncertain/54","phonesUncertain/55","phonesUncertain/56","phonesUncertain/57","phonesUncertain/58","phonesUncertain/59","phonesUncertain/60","phonesUncertain/61","phonesUncertain/62","phonesUncertain/63","phonesUncertain/64","phonesUncertain/65","phonesUncertain/66","phonesUncertain/67","phonesUncertain/68","phonesUncertain/69","phonesUncertain/70","phonesUncertain/71","phonesUncertain/72","phonesUncertain/73","phonesUncertain/74","phonesUncertain/75","phonesUncertain/76","phonesUncertain/77","phonesUncertain/78","phonesUncertain/79","phonesUncertain/80","phonesUncertain/81","phonesUncertain/82","phonesUncertain/83","phonesUncertain/84","phonesUncertain/85","phonesUncertain/86","phonesUncertain/87","phonesUncertain/88","phonesUncertain/89","phonesUncertain/90","phonesUncertain/91","phonesUncertain/92","phonesUncertain/93","phonesUncertain/94","phonesUncertain/95","phonesUncertain/96","phonesUncertain/97","phonesUncertain/98","phonesUncertain/99","phonesUncertain/100","phonesUncertain/101","phonesUncertain/102","phonesUncertain/103","phonesUncertain/104","phonesUncertain/105","phonesUncertain/106","phonesUncertain/107","phonesUncertain/108","phonesUncertain/109","phonesUncertain/110","phonesUncertain/111","phonesUncertain/112","phonesUncertain/113","phonesUncertain/114","phonesUncertain/115","phonesUncertain/116","phonesUncertain/117","phonesUncertain/118","phonesUncertain/119","phonesUncertain/120","phonesUncertain/121","phonesUncertain/122","phonesUncertain/123","phonesUncertain/124","phonesUncertain/125","phonesUncertain/126","phonesUncertain/127","phonesUncertain/128","phonesUncertain/129","phonesUncertain/130","phonesUncertain/131","phonesUncertain/132","phonesUncertain/133","phonesUncertain/134","phonesUncertain/135","phonesUncertain/136","phonesUncertain/137","phonesUncertain/138","phonesUncertain/139","phonesUncertain/140","phonesUncertain/141","phonesUncertain/142","phonesUncertain/143","phonesUncertain/144","phonesUncertain/145","phonesUncertain/146","pinterests/0","placeId","postalCode","price","rank","reviews","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","scrapedAt","searchPageUrl","searchString","state","street","temporarilyClosed","tiktoks/0","title","totalScore","twitters/0","twitters/1","updatesFromCustomers/language","updatesFromCustomers/media/0/link","updatesFromCustomers/media/0/postDate","updatesFromCustomers/postDate","updatesFromCustomers/postedBy/name","updatesFromCustomers/postedBy/title","updatesFromCustomers/postedBy/totalReviews","updatesFromCustomers/postedBy/url","updatesFromCustomers/text","url","website","youtubes/0","youtubes/1"
"Quintana 1055, B7000 Tandil, Provincia de Buenos Aires, Argentina","Taller mecánico","Taller de reparación de automóviles",,,,,,,,,"Taller mecánico",,,"3531402703634942018","Tandil","true","AR",,"tallermec.com.ar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0x959120331105dd39:0x3102100c7d03c842",,,,,,,,,,,,,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4no2GWkHPyUW1rmIbXcvJ1q86ddaSXVW4NbKjesWLjAbh7bOVZ501usEusvv0V6ZtS_tXJrildMDwXwgf9GEFwW4mnQ9QyB9h54VG8UXKez4LynPecOB1WYfcyVmuDEV6KjHXv5q=w408-h544-k-no","9",,,"false","es-419",,,"-37.3032028","-59.1481569",,"false","+54 249 445-2746","+542494452746",,,,,,,,,,,,"+54 249 445","2028 2000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJOd0FETMgkZURQsgDfQwQAjE","B7000",,"29",,"7","7","0","0","0","0","2025-07-30T15:44:31.746Z","https://www.google.com/maps/search/electronica/@-37.3286205,-59.20407888283807,14z?hl=es-419","electronica","Provincia de Buenos Aires","Quintana 1055","false",,"Inyeccion Tommec","5",,,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Inyeccion%20Tommec&query_place_id=ChIJOd0FETMgkZURQsgDfQwQAjE","https://tallermec.com.ar/p/gps-taller-inyeccion-tommec/?utm_source=google&utm_medium=organic&utm_campaign=gmb",,
"Av. Balbín 1035, B7000 Tandil, Provincia de Buenos Aires, Argentina","Tienda de repuestos para automóviles",,,,,,,,,,"Tienda de repuestos para automóviles",,,"7613206647892216413","Tandil","false","AR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0x95911f92656152c5:0x69a78b1c19420a5d",,,,,,,,,,,,,"https://lh3.googleusercontent.com/p/AF1QipMUGmmcIOaVIZjBWImHHlN6uYMMislsyKQqvnIS=w408-h306-k-no","13",,,"false","es-419",,,"-37.3142563","-59.1218217",,"false","+54 9 249 466-1630","+5492494661630",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJxVJhZZIfkZURXQpCGRyLp2k","B7000",,"18",,"25",,,,,,"2025-07-30T15:44:40.159Z","https://www.google.com/maps/search/repuestos/@-37.38333195280785,-59.066342517161935,14z?hl=es-419","repuestos","Provincia de Buenos Aires","Av. Balbín 1035","false",,"Néstor Conni","4.9",,,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=N%C3%A9stor%20Conni&query_place_id=ChIJxVJhZZIfkZURXQpCGRyLp2k",,,
"Darragueira 2216, B7000 Tandil, Provincia de Buenos Aires, Argentina","Tienda de accesorios para móviles","Tienda de juegos","Tienda de lencería","Juguetería",,,,,,,"Tienda de accesorios para móviles",,,"11284283452793683665","Tandil","false","AR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0x9591214d516d4b07:0x9c99d4037c95fed1",,,,,,,,,,,,,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4npfv9BvR4zLHHHtb6NpVX1lK_vn0E-hJ3hpVRo4_9AtJ9LoVzcVFDT3_Yep9NFKEFd6PFpTI_0BBykv0Q6Xmmr82OjyYY4iyycONuz7RzyYR7sQ2fLKYSulUV7ITbqzOqnEBfVs=w408-h544-k-no","6",,,"false","es-419",,,"-37.2989166","-59.1259842",,"false","+54 9 249 436-1450","+5492494361450",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJB0ttUU0hkZUR0f6VfAPUmZw","B7000",,"20",,"6",,,,,,"2025-07-30T15:44:39.736Z","https://www.google.com/maps/search/electronica/@-37.38333195280785,-59.066342517161935,14z?hl=es-419","electronica","Provincia de Buenos Aires","Darragueira 2216","false",,"Mixer electronicos","4.2",,,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mixer%20electronicos&query_place_id=ChIJB0ttUU0hkZUR0f6VfAPUmZw",,,
"Av. Avellaneda 916, B7000 FSW, Provincia de Buenos Aires, Argentina","Agencia inmobiliaria",,,,,,,,,,"Agencia inmobiliaria",,,"3842699991216349756","FSW","true","AR",,"crosettipropiedades.com.ar","crosettipropiedadestandil@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0x95911fbf84977bbb:0x3554034852d8e23c",,,,,,,,,,,,,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=U4q_344EMWc9l0I9FwNyvw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=346.30557&pitch=0&thumbfov=100","1","https://www.instagram.com/crosettipropiedades/",,"false","es-419",,,"-37.331749","-59.1277655",,"false","+54 249 442-2604","+542494422604",,,,,,,,,,,,"(0249) 4422604","154335743","2494333813","2494335743",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJu3uXhL8fkZURPOLYUkgDVDU","B7000",,"15",,"19",,,,,,"2025-07-30T15:44:03.160Z","https://www.google.com/maps/search/inmobiliario/@-37.38333195280785,-59.1352107,14z?hl=es-419","inmobiliario","Provincia de Buenos Aires","Av. Avellaneda 916","false",,"Crosetti Propiedades","4.3",,,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Crosetti%20Propiedades&query_place_id=ChIJu3uXhL8fkZURPOLYUkgDVDU","http://www.crosettipropiedades.com.ar/",,
"Lisandro de la Torre 2889, B7000 Tandil, Provincia de Buenos Aires, Argentina","Empresa constructora",,,,,,,,,,"Empresa constructora",,,"14329809035546748171","Tandil","false","AR",,"herreriaelprogreso.com.ar","info@herreriaelprogreso.com.ar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0x9591202ceb0d0f4f:0xc6ddb5652ef2650b",,,,,,,,,,,,,"https://lh3.googleusercontent.com/p/AF1QipOu7-fWKklDLjIu_OJSJTqqIhpdCGyesGz-wpk4=w408-h306-k-no","58",,,"false","es-419",,,"-37.2912655","-59.1752613",,"false","+54 9 249 433-5901","+5492494335901",,,,,,,,,,,,"+54 (0249) 44-53572","+54 (0249) 15-454269",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJTw8N6ywgkZURC2XyLmW13cY","B7000",,"5",,"8",,,,,,"2025-07-30T15:44:32.028Z","https://www.google.com/maps/search/construccion/@-37.27390904719215,-59.20407888283807,14z?hl=es-419","construccion","Provincia de Buenos Aires","Lisandro de la Torre 2889","false",,"Herrería El Progreso","4.5",,,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Herrer%C3%ADa%20El%20Progreso&query_place_id=ChIJTw8N6ywgkZURC2XyLmW13cY","http://www.herreriaelprogreso.com.ar/",,
"Hipólito Yrigoyen 1031, B7000 Tandil, Provincia de Buenos Aires, Argentina","Tienda de muebles de segunda mano",,,,,,,,,,"Tienda de muebles de segunda mano",,,"1014931256309351462","Tandil","false","AR",,"wenceslaotandil.com.ar","remates@wenceslaotandil.com.ar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0x95911f850683cbf5:0xe15c299abc28426",,,,,,,,,,,,,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4no7Y-LsKp3thrWVwJkT1JSTLkTf-inS8U5Sopcpu1QJFONC_GGjWNbBycufQgqAZVKHrrhOVygUsBXJnqL49zrMrR0VBr7lke_93t-1AOHzCUZnc9TjsZsR5FKiu1qJBqr5Et4=w408-h306-k-no","400",,,"false","es-419",,,"-37.3216036","-59.1409808",,"false","+54 249 442-2121","+542494422121",,,,,,,,,,,,"0249 422 2200","442 2121","0249 442 2121","0004805","111199936814893","37.317965","59.143481",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJ9cuDBoUfkZURJoTCq5nCFQ4","B7000",,"13",,"41",,,,,,"2025-07-30T15:44:40.177Z","https://www.google.com/maps/search/venta/@-37.38333195280785,-59.066342517161935,14z?hl=es-419","venta","Provincia de Buenos Aires","Hipólito Yrigoyen 1031","false",,"Matías F. Safenreiter Remates","4.5",,,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mat%C3%ADas%20F.%20Safenreiter%20Remates&query_place_id=ChIJ9cuDBoUfkZURJoTCq5nCFQ4","http://www.wenceslaotandil.com.ar/",,
"Av. Lunghi 662, B7000 Tandil, Provincia de Buenos Aires, Argentina","Establecimiento de venta de madera",,,,,,,,,,"Establecimiento de venta de madera",,,"15277211997160121952","Tandil","false","AR",,"madererasanpedro.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.facebook.com/madererasanpedro/",,,,"0x959121d4f645d74b:0xd4038f5e8910a660",,,,,,,,,,,,,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqQMJASduiztVQ0lq1yziFTfuoXzYvihByc-MeW57OvG4vcTushSf3xLvQj9UlLwbByVCRbv2NIA58plJsD20Xq3EbarVsM_Xe3zQuQFSwg3X0wnVUjnXEIDT8nSjLJG7CcEQvP=w408-h306-k-no","5",,,"false","es-419",,,"-37.314316","-59.1529572",,"false","+54 249 451-7336","+542494517336",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJS9dF9tQhkZURYKYQiV6PA9Q",,,"25",,"120","84","22","5","6","3","2025-07-30T15:44:23.068Z","https://www.google.com/maps/search/venta/@-37.3286205,-59.20407888283807,14z?hl=es-419","venta","Provincia de Buenos Aires","Av. Lunghi 662","false",,"Maderera San Pedro","4.5",,,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Maderera%20San%20Pedro&query_place_id=ChIJS9dF9tQhkZURYKYQiV6PA9Q","https://madererasanpedro.com/",,
"9 de Julio 920, B7000 Tandil, Provincia de Buenos Aires, Argentina","Comercio",,,,,,,,,,"Comercio",,,"8188501564903203249","Tandil","true","AR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0x95911f8feefdb565:0x71a366c9eac921b1",,,,,,,,,,,,,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-pmZRqn0beUICsI1pzd8fw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=236.34341&pitch=0&thumbfov=100","1",,,"false","es-419",,,"-37.3220215","-59.1376953",,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJZbX97o8fkZURsSHJ6slmo3E",,,"19",,"1",,,,,,"2025-07-30T15:44:43.403Z","https://www.google.com/maps/search/electrodomesticos/@-37.38333195280785,-59.066342517161935,14z?hl=es-419","electrodomesticos","Provincia de Buenos Aires","9 de Julio 920","false",,"Arkansas Tv","5",,,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Arkansas%20Tv&query_place_id=ChIJZbX97o8fkZURsSHJ6slmo3E",,,
"Constitución 1114, B7000 Tandil, Provincia de Buenos Aires, Argentina","Tienda de alimentación",,,,,,,,,,"Tienda de alimentación",,,"18335405397118622007","Tandil","true","AR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0x95911f464c735317:0xfe74721044091937",,,,,,,,,,,,,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=VSd5MS6Uftqo-3G0xDcKQw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=337.8529&pitch=0&thumbfov=100","1",,,"false","es-419",,,"-37.3293882","-59.1253999",,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJF1NzTEYfkZURNxkJRBBydP4",,,"19",,"0",,,,,,"2025-07-30T15:44:43.043Z","https://www.google.com/maps/search/tienda/@-37.38333195280785,-59.066342517161935,14z?hl=es-419","tienda","Provincia de Buenos Aires","Constitución 1114","false",,"Despensa",,,,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Despensa&query_place_id=ChIJF1NzTEYfkZURNxkJRBBydP4",,,
"Parque Industrial Tandil, Parcela 4A, B7000 Tandil, Provincia de Buenos Aires, Argentina","Fábrica","Proveedor de equipos de calefacción","Electrodomésticos para mayoristas",,,,,,,,"Fábrica",,,"8898016715801060032","Tandil","false","AR",,"inpopar.com","info@inpopar.com","info@maquinstore.com.ar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.facebook.com/Cooperativa",,,,"0x9591216af4116fd3:0x7b7c1b0f2ecf62c0",,,,,,,,,,,,,"https://lh3.googleusercontent.com/p/AF1QipOwkJkK9bnlE1xLGK_fImgiBfd--fc3ids9RoC1=w408-h305-k-no","54","https://www.instagram.com/inpopar/",,"false","es-419",,,"-37.291633","-59.1783723",,"false","+54 249 454-7754","+542494547754",,,,,,,,,,,,"249 454 7754","365.270003","373.400003","405.000004","471.500004","249 402 0504","249 445 0010","0249 154 47 7609",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJ028R9GohkZURwGLPLg8bfHs","B7000",,"3",,"11",,,,,,"2025-07-30T15:44:31.698Z","https://www.google.com/maps/search/hogar/@-37.27390904719215,-59.20407888283807,14z?hl=es-419","hogar","Provincia de Buenos Aires","Parque Industrial Tandil, Parcela 4A","false",,"Cooperativa de Trabajo Impopar Ltda","4.4",,,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cooperativa%20de%20Trabajo%20Impopar%20Ltda&query_place_id=ChIJ028R9GohkZURwGLPLg8bfHs","http://www.inpopar.com/",,
"Piccirilli 830, B7000 Tandil, Provincia de Buenos Aires, Argentina","Empresa constructora",,,,,,,,,,"Empresa constructora",,,"4441870575778379870","Tandil","false","AR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0x9591210072271335:0x3da4b1c12f87b85e",,,,,,,,,,,,,"https://lh3.googleusercontent.com/p/AF1QipOQP_xihQUVqFlEitxR0tFg1BbwwQq7lEzlJha4=w408-h408-k-no","20",,,"false","es-419",,,"-37.3035527","-59.176561",,"false","+54 249 462-5070","+542494625070",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJNRMncgAhkZURXriHL8GxpD0","B7000",,"12",,"3",,,,,,"2025-07-30T15:44:32.028Z","https://www.google.com/maps/search/construccion/@-37.27390904719215,-59.20407888283807,14z?hl=es-419","construccion","Provincia de Buenos Aires","Piccirilli 830","false",,"Salamandras Martinez","5",,,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Salamandras%20Martinez&query_place_id=ChIJNRMncgAhkZURXriHL8GxpD0","http://martinezsalamandras.com/",,
"Av. Falucho 503, 7000 Tandil, Provincia de Buenos Aires, Argentina","Tienda de vehículos de segunda mano y de ocasión",,,,,,,,,,"Tienda de vehículos de segunda mano y de ocasión",,,"3848206572539856316","Tandil","false","AR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0x95911fe1e46106ab:0x3567937d328fc5bc",,,,,,,,,,,,,"https://lh3.googleusercontent.com/p/AF1QipOWGZg4HWF0LGat3_rOSbsbxGoqR8PrXVyUO9aY=w408-h306-k-no","3",,,"false","es-419",,,"-37.3269447","-59.114313",,"false","+54 249 454-9255","+542494549255",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJqwZh5OEfkZURvMWPMn2TZzU","7000",,"19",,"0",,,,,,"2025-07-30T15:44:44.645Z","https://www.google.com/maps/search/vehiculos/@-37.38333195280785,-59.066342517161935,14z?hl=es-419","vehiculos","Provincia de Buenos Aires","Av. Falucho 503","false",,"DG AUTOMOTORES",,,,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=DG%20AUTOMOTORES&query_place_id=ChIJqwZh5OEfkZURvMWPMn2TZzU",,,
"C. Juan XXIII 555, B7000 Tandil, Provincia de Buenos Aires, Argentina","Tienda de alimentación",,,,,,,,,,"Tienda de alimentación",,,"4265256737174988892","Tandil","false","AR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0x95911fd22a78bae1:0x3b313c677728285c",,,,,,,,,,,,,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4npq5ecgaYArHEOXbI3Cqy8f_1CZ0hcrczXA8jgNN5EcQ1ZwsRHiCm4UtGB0ZhGAQKjYm_wxdzLG47PbcyugJz5zDzefYM2-YONWLEZykfqxXpfc7XY8N0rbXVJS2WEOD3S-7iE=w408-h306-k-no","63",,,"false","es-419",,,"-37.3399554","-59.1131635",,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJ4bp4KtIfkZURXCgod2c8MTs","B7000",,"19",,"98",,,,,,"2025-07-30T15:44:45.204Z","https://www.google.com/maps/search/comercio/@-37.38333195280785,-59.066342517161935,14z?hl=es-419","comercio","Provincia de Buenos Aires","C. Juan XXIII 555","false",,"Autoservicio los Manantiales","4.6",,,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Autoservicio%20los%20Manantiales&query_place_id=ChIJ4bp4KtIfkZURXCgod2c8MTs",,,
"Tandil 7000, B7000 Tandil, Provincia de Buenos Aires, Argentina","Restaurante",,,,,,,,,,"Restaurante",,,"1148848928018702929","Tandil","true","AR",,"elvalledetandilgolf.com.ar","secretariagolf@elvalledetandil.com.ar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0x9590e1e362c1ae27:0xff188035f24a251",,,,,,,,,,,,,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqhOxBRACRN8s46FAnsTD_nxnhMNqIA8B3Y1nxnv1LIrvSzHeg86tLwINDLp8MpE5ldRLrQcOGK0xt6ePF8Nj6PTdeRkzXwwz95k7xeHigfIys3mcejRfCajPWICRR2yetNtcsvEQ=w408-h408-k-no","41",,,"false","es-419",,,"-37.3714156","-59.1000479",,"false","+54 249 444-6020","+542494446020",,,,,,,,,,,,"(0249) 444-5873","(0249) 444-6020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJJ67BYuPhkJURUaIkXwOI8Q8","B7000",,"1",,"78",,,,,,"2025-07-30T15:44:40.176Z","https://www.google.com/maps/search/venta/@-37.38333195280785,-59.066342517161935,14z?hl=es-419","venta","Provincia de Buenos Aires","Tandil 7000","false",,"El Valle de Tandil","4.3",,,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=El%20Valle%20de%20Tandil&query_place_id=ChIJJ67BYuPhkJURUaIkXwOI8Q8","https://www.elvalledetandilgolf.com.ar/?page=aboutus",,
"Piedrabuena 1578, B7001HDF, B7001HDF Tandil, Provincia de Buenos Aires, Argentina","Concesionario de automóviles",,,,,,,,,,"Concesionario de automóviles",,,"8657163322081664648","Tandil","false","AR",,"instagram.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0x9591201e0d22ea15:0x78246c2c7f37de88",,,,,,,,,,,,,"https://lh3.googleusercontent.com/p/AF1QipOOLrfKaSMldvuscfhMVuG2UcdX7Dze4GGWzeMt=w493-h240-k-no","72",,,"false","es-419",,,"-37.3074372","-59.1220975",,"false","+54 9 249 458-7046","+5492494587046",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJFeoiDR4gkZURiN43fyxsJHg","B7001",,"18",,"86",,,,,,"2025-07-30T15:44:44.645Z","https://www.google.com/maps/search/vehiculos/@-37.38333195280785,-59.066342517161935,14z?hl=es-419","vehiculos","Provincia de Buenos Aires","Piedrabuena 1578, B7001HDF","false",,"Jesus DIAZ Automotores","4.4",,,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Jesus%20DIAZ%20Automotores&query_place_id=ChIJFeoiDR4gkZURiN43fyxsJHg","https://www.instagram.com/jesusdiazautomotores/",,
